# calib-baseline  tag=tool  turns=744  (0 without wide-Q)
# key	n_tok	tok_hash	n_sig	wq_hash	mean_pop
hash_state_update|feed the next block 9988776655443322 into hash state hs-5	382	7c6ffc194dbb416c	382	2cb32079a5e187bc	761.8
hash_state_update|keep hashing — add 'appended log line' to hash state hs-2	245	7ce911e1c7dfbc40	245	1e81ac18dd8f67bf	763.6
hash_state_update|push the hex cafebabe0011 into hash state hs-4	270	3118e0145f17343c	270	8a1f31d20773e19b	763.1
hash_state_update|update hash state hs-1 with the string 'more data'	434	f1eebcda1bf8ed15	434	a74a78a894df7da6	761.9
hkdf_expand_label|HKDF-Expand-Label with SHA-256 from the hex secret 112233445566778899aabbccddeeff00 with label 's hs traffic' to 32 bytes	1425	62b2425eec015560	1425	a75ed72e424beaed	760.5
hkdf_expand_label|HKDF-Expand-Label with SHA-256 the hex secret 33ad0a1c607ec03b09e6cd9893680ce2 with label 'c hs traffic' to 32 bytes	450	aee7220a1874d558	450	3599a1739a2353d8	763.8
hkdf_expand_label|derive a 16-byte TLS 1.3 key with SHA-256 from the hex PRK aabbccddeeff00112233445566778899 with label 'key'	467	1351962f59bff5b5	467	f63a6f0c57fcc270	764.4
hkdf_expand_label|expand the hex secret 0011223344556677 into a 16-byte 'quic key' using HKDF-Expand-Label with SHA-256	475	093e135f7c50f574	475	6d13e2b522865a33	765.4
hkdf_expand_label|expand the hex secret deadbeefcafebabe into a 12-byte 'iv' with HKDF-Expand-Label using SHA-256	873	08586b0435423877	873	209626aac9be8f33	765.1
hkdf_expand_label|give me a 32-byte 'c ap traffic' secret via HKDF-Expand-Label SHA-256 from the hex PRK 5a5a5a5a6b6b6b6b7c7c7c7c8d8d8d8d	638	5cae103ff59fdd44	638	ac51cb22cf516bf0	762.7
hkdf_expand_label|run HKDF-Expand-Label SHA-256 on hex secret cafef00dbaadf00dcafef00dbaadf00d with label 'res master' for 32 bytes	811	416b053f9dcab944	811	c96795a17ece48a7	764.7
hkdf_expand_label|run HKDF-Expand-Label with SHA-256 on the hex secret 0102030405060708 with label 'finished' for 32 bytes	683	a3375b9fccff23b1	683	af356cf64cfd3fb7	764.9
hkdf_extract|HKDF-extract SHA-256: take the hex IKM 00ff00ff00ff00ff and salt it with hex 1234567890	440	26ea10cae6a119bd	440	8cbd24c25ca775c3	760.5
hkdf_extract|HKDF-extract with SHA-256 from the hex Diffie-Hellman output 1122334455667788 using hex salt 99aabbccdd	578	b935815e40982c15	578	d38cdaeff69baaa5	761.7
hkdf_extract|HKDF-extract with SHA-256 from the hex IKM 0b0b0b0b0b0b0b0b0b0b0b and hex salt 000102030405060708090a0b0c	627	c3467d062a4dea72	627	c6307a4aa5f15949	759.9
hkdf_extract|HKDF-extract with SHA-256 from the hex IKM aabbccddeeff00112233445566778899 and an empty salt	427	5b775117f366734b	427	e1749bf53e5b21ad	761.3
hkdf_extract|HKDF-extract with SHA-256: condense the hex shared secret deadbeefcafebabedeadbeefcafebabe into a PRK using hex salt 0102030405	645	e668b83cafb583d6	645	60f87183fe8c4bb4	762.6
hkdf_extract|condense the hex key material 9988776655443322110000112233445566 into a PRK via HKDF-extract SHA-256 with an empty salt	635	3024bfff72747bb2	635	1f32826832ed1ec2	761.9
hkdf_extract|extract a PRK with SHA-256 from the hex ECDH secret 5a5a5a5a6b6b6b6b7c7c7c7c8d8d8d8d and hex salt a0b1c2d3	608	d94b786168d4a83b	608	0ec3a790e4fad54d	762.4
hkdf_extract|run HKDF-extract with SHA-256 over the hex IKM ccddeeff00112233445566778899aabb with hex salt fedcba9876543210	823	84c1599c6556f938	823	3dcfdd1ad32bc2e3	759.4
hmac_compute|HMAC-SHA512 the message 'nonce=8823;amount=1000' using the key hunter2-rotated	376	8f99d9d7ced3f08b	376	12fde1b0b09e02f9	763.6
hmac_compute|authenticate 'invoice-2026-0714' with HMAC-SHA256 under the key billing-hmac-key	379	2e3e0edcde8aebb8	379	9d6c57832090a15d	762.2
hmac_compute|compute the HMAC-SHA256 of the message 'transfer 500 to alice' with key s3cr3t-key	360	5c4546c7f011d814	360	1462e1038fa4f050	762.2
hmac_compute|compute the HMAC-SHA512 of the message 'hello' with key abc123def456	388	f326d2b8dff39652	388	01df14fd7c0c0dd9	763.9
hmac_compute|generate an HMAC-SHA256 tag for the data 'order#42' with key my-signing-key	316	1d4877d510f9f4ac	316	e4106def426f1592	761.3
hmac_compute|give me the HMAC-SHA256 of 'GET /api/v2/balance' keyed with webhook-secret-9f	320	fe5aeb4e2ade3ea6	320	8b4852e12ea92f0f	761.0
hmac_compute|what HMAC-SHA1 tag does 'cookie=session42' produce with key legacy-mac-key	355	e770110cdb5f6280	355	6d86bf758f88fbff	761.8
hmac_compute|what's the HMAC-SHA1 of the string 'payload' with key topsecret	237	738e832be83a6722	237	e920c3d4bf234b5a	764.4
host_info|build an identification profile for the host at 208.67.220.220	243	127649a19db92c4b	243	894103b69bf032f4	765.7
host_info|gather host info for rust-lang.org	131	67a06239254cd7d4	131	3741d9f4aedb0a3b	768.4
host_info|give me a full profile of example.com	173	156634edeb700df9	173	ed5a519cb9fea16b	766.6
host_info|profile the server at 10.0.0.5	197	793714a4302cacc7	197	8a902f9727faf83b	767.7
host_info|pull together everything you can find on 1.1.1.1	128	e3ca68833223c8f2	128	60e0509e54e65435	766.2
host_info|tell me about the machine behind cloudflare.com	430	868e9d12422a8b55	430	8b7e1ee8428bacd1	764.2
host_info|what can you tell me about the host github.com	219	d339f5fc9cbfda68	219	9903d392a662acc5	766.3
host_info|what's the full rundown on mail.protonmail.com?	317	1216caf493ea972b	317	ada3d7026ce45bee	766.3
http_request|POST the JSON body {"item":"widget","qty":3} to /orders on HTTP session http-1	339	4e8673cc7f4f6e9d	339	92862388d2398b7b	762.3
http_request|do a PUT to /profile/7 with body {"name":"Ada"} on HTTP session http-3	450	1555edc87167e8bb	450	7902c579f8db2577	763.7
http_request|fire off a GET to /health on HTTP session http-2	276	6bf462ca668b1300	276	058250af1a20ed78	765.3
http_request|hit /search?q=candle with a GET on HTTP session http-1	545	461dd028c88f03fc	545	ef6ee68a07408a35	763.4
http_request|make a DELETE request to /items/42 on HTTP session http-2	165	a9ecb744392c8049	165	70ae9554de422f34	763.6
http_request|on HTTP session http-4, POST {"email":"a@b.com"} to /subscribe	386	493ec6094a33f077	386	7718a671ce8e75a6	763.3
http_request|send a GET request to /users on HTTP session http-1	273	86edbe77e92aff1f	273	12c6cb8cbc99bfd7	766.7
http_request|send a PATCH to /config with body {"debug":true} on HTTP session http-1	334	f01ed428b85197c1	334	424040db0c22c038	763.9
http_session_close|I'm finished with HTTP session http-5, close it out	289	e059160d99eec5d7	289	43846e9d2d65188d	767.3
http_session_close|close HTTP session http-1	141	cd51b89310a206ff	141	716adc5a52697703	764.3
http_session_close|dispose of HTTP session http-6	148	8523e25f753a30e5	148	5c04ce2e9a4409f1	768.1
http_session_close|drop the HTTP session http-2	128	f3827776b321c85b	128	1ca4b8588e63d076	768.0
http_session_close|end HTTP session http-1	217	464fdffb9b5d80f4	217	b7915d22929cb5f3	767.5
http_session_close|release HTTP session http-2	159	3c05fb23b77fa0c7	159	f9899e47b5413935	765.5
http_session_close|shut down HTTP session http-4 please	139	2c5bae9999d9c9f4	139	426772e5b43ba5b7	769.0
http_session_close|tear down HTTP session http-3	127	cd260722cefe42aa	127	9061345c00f944fc	764.7
http_session_list|are there any HTTP client sessions still around?	125	9e8f336803c4ea6e	125	30178d9d3269d918	764.6
http_session_list|enumerate every open HTTP session id	121	c61ce41388aaf09e	121	08ff254cc1bf34ff	766.8
http_session_list|give me the list of live HTTP sessions	122	ca0b6bce50ad27f2	122	24496a6ec2db2394	767.0
http_session_list|how many HTTP sessions am I holding open?	125	fa439e20d7670f6c	125	675c58b0c77039b3	768.4
http_session_list|list my open HTTP sessions	98	f86e8e8fc87941d2	98	057589ce27e9a84c	765.3
http_session_list|show the active HTTP client sessions	123	6b688949c3d8098e	123	29faf20552e8409d	765.5
http_session_list|what HTTP sessions are open right now	187	5c57ec83be00c451	187	f9c8a5ae77b05c03	766.9
http_session_list|which HTTP sessions do I have	269	e7604b6a8d9d5a09	269	1beb1de0e2d9fa7e	768.7
http_session_open|can you open an HTTP client session to https://gitlab.com/api/v4 with header `PRIVATE-TOKEN: glpat-xyz789`?	286	407fb2ac06c6172a	286	d0a0a7d9eac299f2	764.9
http_session_open|create an HTTP session for https://api.stripe.com with a default JSON content-type header	226	e33abdd3b6759cf8	226	ddeaab59ae1ec775	766.8
http_session_open|open an HTTP session for https://api.github.com with an Authorization header of `Bearer ghp_abc123`	300	d0fab2e5b2f17ad6	300	7273ee0730d4b527	764.1
http_session_open|open an HTTP session with base URL https://api.example.com	161	7eb9f6358486daf7	161	e21e91a377d3c4d8	767.3
http_session_open|open an HTTP session with base URL https://httpbin.org	146	e0d69cbbb5322920	146	c58b645c97b0f3c3	766.5
http_session_open|set up an HTTP session for https://jsonplaceholder.typicode.com	180	06d38260a600947c	180	4da2b7cf04059228	766.6
http_session_open|spin up an HTTP session against https://api.twilio.com with an `Accept: application/json` default header	222	a6fc8521d0c970fb	222	283b4c14e476cdd9	764.9
http_session_open|start an HTTP session pointed at https://api.openweathermap.org for me	191	ca4b53876547b3b7	191	a44b02b8573c5fd8	767.1
ip_scan|discover live hosts on 192.168.0.0/24	274	a4aab20d740eba08	274	58001802f984337b	763.3
ip_scan|do a host sweep of 192.168.100.0/24 and list everything alive	230	cb68101bec548be0	230	43c6840521bdb45c	762.2
ip_scan|find which hosts are up on 10.0.0.0/24	290	0c403c78d0d1e7a3	290	2078ef2d8ed8aac1	765.5
ip_scan|map out active machines across the 10.0.42.0/24 subnet	244	b69b30511ada82ce	244	9def2b825ee282d4	762.9
ip_scan|scan the subnet 172.20.5.0/24 for reachable hosts	319	18ed0dda900d1731	319	18da4d5790cab0a9	766.1
ip_scan|scan the subnet 192.168.1.0/24 for live hosts	268	6e9ab1c911dadc57	268	115ab2ad67905ce6	766.4
ip_scan|sweep the 172.16.0.0/24 network for active machines	204	fa42a10951f95d94	204	60e60b4f1eabb592	766.4
ip_scan|which addresses respond in the 10.10.5.0/25 range?	328	0944074e961107b0	328	3bda62d49c259365	767.0
kdf_derive|derive a 32-byte key from the passphrase 'correct horse battery' with scrypt, hex salt a1b2c3d4e5f60718	435	3cf10d26f439dfef	435	bb4ca459b8d1d595	762.0
kdf_derive|derive a 32-byte key from the password 'hunter2' with PBKDF2-HMAC-SHA256, hex salt 00112233445566778899aabbccddeeff	546	fb65ba95adf81a4f	546	d6f046135c7c4044	764.6
kdf_derive|derive a 32-byte key from the password 's3cr3t' with Argon2id, hex salt deadbeefcafebabe	607	cf649897571fd306	607	ee63feec3aa219de	763.4
kdf_derive|derive a 48-byte key with PBKDF2-HMAC-SHA256 from the password 'letmein-2026' and hex salt cafef00dbaadf00d	552	468e6b3d2d120119	552	fee3993a20d48a5f	765.9
kdf_derive|derive a 64-byte key from the password 'p@ssw0rd' with PBKDF2-HMAC-SHA256, hex salt 0f1e2d3c4b5a6978	440	e42b475595aa923b	440	2d98075114a4a8cb	765.7
kdf_derive|give me a 32-byte Argon2id key from the password 'Tr0ub4dour&3' with hex salt 99887766554433221100ffee	951	63a39990970093c1	951	7953d6b479b9e01f	762.3
kdf_derive|stretch the passphrase 'summer sky lantern' into a 16-byte key using scrypt with hex salt 5a5a5a5a12345678	727	014ae28fa26b5063	727	3dd2e74948748fca	762.3
kdf_derive|turn the passphrase 'north star river' into a 64-byte scrypt key using hex salt 0123456789abcdeffedcba98	680	3f6453c67207820d	680	35c6cee91c51d8cd	761.5
notes_list|catalog my notes so I can see what exists before opening one	171	ef01d5f45752934f	171	4d48a3913e565bfe	767.4
notes_list|give me an index of my notes	214	e1033bf7d17d8b61	214	30bf3967f513b312	765.6
notes_list|how many notes have I stored and what are their keys	357	2bded60ea0162f63	357	50c8915c012c9a49	767.6
notes_list|list all my notes	365	4ea358e9767f440c	365	29a0a18bfea57eaa	765.5
notes_list|show me every note I've saved	254	abcdb58847928ce4	254	fa4875af2f757271	767.4
notes_list|show me the notes tagged 'work' along with their timestamps	171	c8fc03f1e7478bc2	171	958a3d28dd82f931	766.8
notes_list|what notes do I have	289	4ed8c74bff5ac6d7	289	3fe47b0d07a2a3e2	769.0
notes_list|which notes start with the prefix 'meeting-'	185	ee8643438095ef2f	185	4d06282ae2eec492	771.5
notes_read|fetch the contents of the note keyed vacation-plans	155	41227105905b5273	155	8e757a7ff47c9ea9	765.5
notes_read|let me see the note titled 'ssl-cert-renewal'	94	bb8be549cc1623a3	94	4765e0c4660ffec0	769.3
notes_read|open the note titled database-schema	133	ef82b73f718274d8	133	da649020dcf294f9	762.6
notes_read|pull up my note called onboarding-checklist	124	26055d7de9e214c8	124	c70def9e8823ad60	768.3
notes_read|read the note titled deployment-runbook	131	49644505b08f7f32	131	f217f2ed73ae23a8	766.9
notes_read|read the note titled standup-2026-06-15	179	ef90759b404d2901	179	c7c53f4c2d69f0c6	769.5
notes_read|show me the note titled todo	135	5318edc4c82e70da	135	11fa02bc00422a5f	767.1
notes_read|what did I write in the note titled retro-notes	299	7af28395a4471813	299	b97bcf452da33cad	771.2
notes_search|do I have any notes tagged 'urgent'	236	d55a1b40de9b08e2	236	96f0876f49271ffb	768.1
notes_search|find notes mentioning the payment gateway	147	137f5be027d50085	147	bae78d52f92a8571	767.1
notes_search|find the note where I wrote down the office door code	426	8c49679b813085a7	426	d8e2828b0b7770ae	764.6
notes_search|hunt through my notes for anything referencing Postgres	165	c5c458568cf234a7	165	addb667c402304a2	768.8
notes_search|look through my notes for the wifi setup	257	2678c399010fe35b	257	6d616bd9d6f81cfc	768.8
notes_search|search my notes for anything about kubernetes	263	6879dff3ff7e2fd6	263	967c687e2866452e	771.4
notes_search|search notes for 'release checklist'	236	4c1b2fdf7b3e5eaa	236	a5e9d096a757e242	768.4
notes_search|which of my notes talk about the database migration	147	c33a1d47c2763542	147	d985d331e1f045a1	769.2
notes_write|jot down a note called 'gift-ideas' saying 'headphones for Sam, cookbook for Alex'	191	27ce89eba5eae382	191	c9d0fd913b128f29	765.9
notes_write|make a note 'grocery-list' with the body 'eggs, oat milk, spinach, coffee beans'	175	83e38a8d1abc2fc9	175	46bbfebe5bcb1224	766.5
notes_write|note titled 'interview-feedback': candidate was strong on systems, weak on frontend	274	97f62c04753f168b	274	19365e052d8763e3	765.3
notes_write|remember this: under the title 'server-ip' store '10.0.0.42 is the new prod box'	182	b7c519e34e5d64a9	182	00f7ed2669765f92	763.4
notes_write|save a note titled 'api-key-rotation' with content 'revoke old key, generate new, update configs, redeploy'	194	c0295c7bdd00ec5a	194	32e66d857e479213	764.0
notes_write|save a note titled 'auth-refactor' with content 'refactor the auth module to use the new token store'	241	ede96dbcc8ac8c9a	241	1da506289cf7427d	766.3
notes_write|save a note titled 'meeting' with content 'team sync at 3pm Thursday in room 4'	225	475d44a3358c8812	225	a10cd7e2d6d53f7a	763.3
notes_write|save a note titled 'parser-bug' with content 'the tokenizer drops trailing commas in nested arrays'	227	a77d451484d2a135	227	6b1a6013f498e072	766.6
ping_icmp|can you tell if my NAS at 192.168.1.50 is alive?	273	e7cbf3a3a6694d50	273	8d70027cb4c2188d	764.8
ping_icmp|check if example.com is reachable	163	69448dc762c18f92	163	c020509965995b88	762.0
ping_icmp|is 10.0.0.1 responding to pings?	165	8854e7ec122c9718	165	e85f7bba11e7e5da	762.3
ping_icmp|measure the round-trip time to cloudflare.com	159	0869d431f7b6fb8e	159	17055a8352411228	763.0
ping_icmp|ping 8.8.8.8	162	fd8dc231e7c95ea2	162	3a3f6705f22a5bd8	764.7
ping_icmp|ping the gateway at 192.168.1.1	229	df94843c89031b2d	229	68bb1f0ab8ecd27a	764.4
ping_icmp|send 10 ICMP echoes to 1.1.1.1 and report packet loss	176	00b19b4a97f32bd8	176	e79a4effa0177075	764.4
ping_icmp|what's the latency to dns.quad9.net	196	1ab48cfdc9c74277	196	932c637884991282	763.6
port_scan|check if port 22 is open on 10.0.0.5	175	7f75f48e9578d38e	175	39ebd9aaf5c9dbc2	765.7
port_scan|check whether 3389 is reachable on 192.168.1.100	249	81c8fffd48cb76a8	249	934de77f637b87c9	762.5
port_scan|is the Postgres port 5432 listening on db.internal?	276	038be26037a1e8b1	276	579c8d40fb870dcb	761.3
port_scan|is the SSH port open on 192.168.1.20	344	4859fae9cb6b61c5	344	d7485eb3d8390531	764.6
port_scan|probe ports 25, 465, and 587 on mail.example.org	280	fad71e19174c2408	280	c693abe35287efa6	762.1
port_scan|scan ports 21, 25, 110, and 143 on 172.16.0.9	298	e846d714c0acb152	298	b8902511612b4ea0	762.6
port_scan|scan ports 22, 80, and 443 on 10.0.0.8	231	d39f4bdd54ed3c66	231	1ffeaf45e832ccf4	764.5
port_scan|scan ports 80, 443, and 8080 on example.com	239	94c4e74afb7328dc	239	0f42f4482c5f95a5	763.0
random|choose randomly between pizza, sushi, and tacos	162	5277005e5aadff15	162	710a47193199fd18	764.9
random|flip a coin for me	206	76a7fbbe41a98a63	206	35188a60c6413973	765.6
random|generate a random hex color	975	9a72b6c81cb2c197	975	a64a1128e99db3f1	763.4
random|give me a random integer from 1000 to 9999 for a PIN	167	9cd7c8d12513ca95	167	54b6a9c60a93340c	759.2
random|pick a random number between 1 and 100	158	85e29be9e707ed0c	158	f987b0c7cbadcc40	761.5
random|pick one winner at random from these five names	731	3ceba82325f41ad0	731	437c03eae2de4c3a	766.2
random|roll two six-sided dice	205	26c817d49984abe8	205	095b6adb521db6ec	762.7
random|shuffle the list Alice, Bob, Carol, Dave and give me the order	246	e44fa96637206966	246	a5cdbc097cf8ff15	765.2
remote_fs_session_close|can you shut down remote-fs session rfs-4?	134	9ae7166fd6d84f1c	134	4a8352d05339a679	762.8
remote_fs_session_close|close remote-fs session rfs-1	127	5d7560c73160ace9	127	a3abd7359ff5e9ab	763.4
remote_fs_session_close|disconnect remote-fs session rfs-2	121	e4234b20e6723ea6	121	e20a22f8d77d61ea	766.2
remote_fs_session_close|drop remote-fs session rfs-1, I'm done with it	143	0f9077253289700c	143	b775677c09af8351	761.0
remote_fs_session_close|end remote-fs session rfs-1	128	9081216b2575a031	128	d4e513674576be0b	764.2
remote_fs_session_close|hang up the connection for remote-fs session rfs-2	168	4a24495bb2d84259	168	b69a8ff54f4bfe3d	768.3
remote_fs_session_close|please close out remote-fs session rfs-5 now	138	258c49469f81b53e	138	c6e67e00756c7ea0	765.5
remote_fs_session_close|tear down remote-fs session rfs-3	140	af6d3acaae5eac13	140	6c17aeda530aed61	767.4
remote_fs_session_delete|can you delete /home/ci/artifacts/build-01.tar.gz on remote-fs session rfs-4?	305	f9ff7b3f40402002	305	5b5a636a05b1c927	769.0
remote_fs_session_delete|delete /backups/2019.sql on remote-fs session rfs-2	263	05277c0982212de1	263	9f3268eadd489a63	763.4
remote_fs_session_delete|delete /tmp/old.log on remote-fs session rfs-1	169	39c86a63c024d6e9	169	c79f9c3f7f6b28c1	768.3
remote_fs_session_delete|erase /var/log/nginx/access.log.1 on remote-fs session rfs-2	182	396828a675c07b9a	182	911fe28920b707bf	763.7
remote_fs_session_delete|get rid of /srv/cache/session-tmp.dat on remote-fs session rfs-3	221	5ea13a73ea38f620	221	7384d98117eb52d3	766.3
remote_fs_session_delete|remove /opt/app/debug.log on remote-fs session rfs-1	188	0e4eb7c5f6e98dda	188	26a0cea68dbd95f6	766.5
remote_fs_session_delete|remove /var/www/stale.html on remote-fs session rfs-1	210	696a6e11d9d426f0	210	4118fb94440e3c8d	768.4
remote_fs_session_delete|rm /etc/cron.d/stale-job on remote-fs session rfs-1	182	90f60ed713d65572	182	1a325afc62b80c8c	764.6
remote_fs_session_get|can you retrieve /srv/certs/fullchain.pem from remote-fs session rfs-2?	253	8f0f448d948652b4	253	4757be57710086d3	766.3
remote_fs_session_get|copy /etc/systemd/system/zend.service down from remote-fs session rfs-1	305	ade2f81738d35619	305	5c0bcbe66b3733da	765.3
remote_fs_session_get|download /home/ci/artifacts/build-42.tar.gz from remote-fs session rfs-4	346	36e0da76c0413f26	346	ca6880dd51c50a90	763.5
remote_fs_session_get|download /var/log/app.log from remote-fs session rfs-1	286	dee530fa3094a72a	286	8aa3c3c18419aafe	766.0
remote_fs_session_get|fetch /etc/hosts from remote-fs session rfs-1	274	b88c5ad93a7b70a4	274	2018223673b0ea34	766.0
remote_fs_session_get|get /backups/latest.sql from remote-fs session rfs-1	217	078f92395b5efa9a	217	d7610b362a368130	767.8
remote_fs_session_get|grab /var/log/nginx/error.log off remote-fs session rfs-3 for me	221	3a18624e4308ca6f	221	343e29a2d99d8237	764.8
remote_fs_session_get|pull /opt/app/config.yaml from remote-fs session rfs-2	349	602a427c8561411d	349	03c79baa8c0f258e	764.3
remote_fs_session_list_dir|can you show me everything under /var/lib/postgresql on remote-fs session rfs-2?	181	13ad7e6e0217486e	181	f58361f74a9c504f	768.1
remote_fs_session_list_dir|enumerate the entries in /home/ci/artifacts on remote-fs session rfs-4	253	3b03ba00078c9860	253	e26f15c913d952f7	768.8
remote_fs_session_list_dir|list the directory /opt/app/logs on remote-fs session rfs-1	203	2bc41f3cab9ded2c	203	a300aaa5b993fec6	764.4
remote_fs_session_list_dir|list the files in /var/www on remote-fs session rfs-1	209	fcf1ad71c25bf171	209	95b602b5cc17b56b	766.4
remote_fs_session_list_dir|ls /srv/data/incoming on remote-fs session rfs-3	202	1116cc70d1e60b2c	202	f4a596316cde6797	767.2
remote_fs_session_list_dir|show the contents of /home/deploy on remote-fs session rfs-1	404	a7282acd7bd8ba7c	404	4b703c63559f9fcb	766.4
remote_fs_session_list_dir|what files are sitting in /mnt/backup/nightly on remote-fs session rfs-1	267	63ecb0c5dc19c49a	267	83e1fb7e9b132320	768.3
remote_fs_session_list_dir|what's in /etc on remote-fs session rfs-2	250	c1d8f811e27ebd7a	250	fbb994d3f7431ac0	764.8
remote_fs_session_list|are there any remote filesystem sessions still open right now	126	49ee6a45f1fca3d4	126	e8dbc58c397c56a6	764.2
remote_fs_session_list|enumerate my active remote FS session ids	108	10fffe5bd8a5eb6d	108	32c22b9241593150	762.0
remote_fs_session_list|give me a rundown of every open SFTP session and its host	238	017c7f318cf7df8d	238	071215de925cf502	767.2
remote_fs_session_list|how many remote filesystem sessions do I have	409	0e615ed410ff16c8	409	711b169fa4fb238d	766.8
remote_fs_session_list|list my open remote filesystem sessions	122	521e71bf6180be93	122	b0bc0da50d9ede28	767.2
remote_fs_session_list|show the open remote FS connections	204	188a0b08a82960bd	204	b5a7c5ed3038aca4	765.5
remote_fs_session_list|what remote-fs sessions are currently connected?	121	26c157202cd22a90	121	ca21ef15a365a97b	768.6
remote_fs_session_list|which SFTP sessions are active	126	6c0cf9885d9ee5c0	126	3e9dd84954bd2920	769.9
remote_fs_session_mkdir|can you make a /srv/backups/weekly directory on remote-fs session rfs-3?	234	41b7c4c864956380	234	c24b51471c3ff05d	765.5
remote_fs_session_mkdir|create /data/2026 on remote-fs session rfs-1	223	474567ab42029839	223	e6ac876ed808655a	766.5
remote_fs_session_mkdir|create /home/ci/artifacts/2026-07 on remote-fs session rfs-1	257	9d4ffd2fa0cbfa7d	257	e81f9295a5d1c1e1	766.7
remote_fs_session_mkdir|create the directory /opt/app/releases on remote-fs session rfs-1	266	89da202cda8c3554	266	f4629538a76ef33d	767.0
remote_fs_session_mkdir|make the folder /var/www/uploads on remote-fs session rfs-1	213	90bce4baaeec41ff	213	a42685077943efd7	766.2
remote_fs_session_mkdir|mkdir /home/deploy/tmp on remote-fs session rfs-2	428	573e2e8b6c5bd146	428	52de2ffa58658419	767.3
remote_fs_session_mkdir|new directory /var/lib/zend/snapshots on remote-fs session rfs-2	297	2d04fe418db3b36f	297	a39703fe61eff54c	764.5
remote_fs_session_mkdir|set up the folder /opt/app/staging/incoming on remote-fs session rfs-4	252	eaa836555d93fe6c	252	4c534055aefdd188	766.0
remote_fs_session_open|I need a remote filesystem connection to sftp://ops@db-primary.corp using credential vault-ssh	1435	9c8d56b07ff0dd8f	1435	be50013e17c87a45	763.1
remote_fs_session_open|can you spin up an SFTP session to 172.16.4.10 using the staging-key credential?	353	2f4f44eed906834f	353	8938a58b12fb3cab	766.2
remote_fs_session_open|connect a new remote-fs session to sftp://ci@build-01.internal:2222 with credential ci-runner	495	5e2eb280aea70afb	495	0e8d8c96587196b2	764.1
remote_fs_session_open|open a remote FS session to sftp://backup@nas.local using credential nas-key	687	9ed4b0e9d8177644	687	362dc3424e588be8	762.3
remote_fs_session_open|open a remote filesystem session to sftp://deploy@example.com using credential deploy-key	1044	4ed6069460835cb0	1044	b9e69bd8cb74ae58	763.5
remote_fs_session_open|open an SFTP session to 10.0.0.5 using credential prod-key	325	7c44472dc191ff9b	325	a7d2b458bd659aaa	765.5
remote_fs_session_open|open an SFTP session to prod.example.com using credential prod-key	548	9e64009e46d7c7ab	548	5b73faa292026ad3	763.0
remote_fs_session_open|start a remote FS session against archive.example.org on port 22 with credential archive-ro	516	ac5e0a5f322ea7f2	516	f37949d0fd6d0dc6	763.1
remote_fs_session_put|can you upload nginx.conf to /etc/nginx/nginx.conf on remote-fs session rfs-2?	281	8f81d6293305cb8f	281	9d90a91ec77e63d6	766.5
remote_fs_session_put|copy notes.txt to /home/deploy/notes.txt on remote-fs session rfs-1	466	5f34dab41a753eb8	466	4faffdf97acb70b3	764.0
remote_fs_session_put|push deploy.sh to /usr/local/bin/deploy.sh on remote-fs session rfs-1	249	9e0f80e7ce1c0a71	249	78ab441748e84b7d	766.4
remote_fs_session_put|put local patch.diff at /tmp/patch.diff on remote-fs session rfs-3	320	0be1e166f9422d25	320	251ea8c5c0aed3a5	768.6
remote_fs_session_put|send build.tar.gz to /var/www/releases/build.tar.gz on remote-fs session rfs-2	676	09ce4ef04c795cf3	676	82ecc5e5767de2f3	763.2
remote_fs_session_put|transfer secrets.env up to /opt/app/.env on remote-fs session rfs-4	895	8335cea22ea18e96	895	91eb3cce18604398	763.3
remote_fs_session_put|upload config.toml to /opt/app/config.toml on remote-fs session rfs-1	583	e6afe60b5134533d	583	1cebeb0da232e2f9	764.7
remote_fs_session_put|write ca-bundle.crt to /usr/local/share/ca-certificates/ca-bundle.crt on remote-fs session rfs-1	392	cf6ef61055b5a782	392	ebe88e2657dfadfc	766.1
remote_fs_session_rename|can you rename /srv/data/dump.sql.tmp to /srv/data/dump.sql on remote-fs session rfs-3?	416	2d8bb258d4192f1d	416	ad5590591da42d00	765.5
remote_fs_session_rename|move /home/ci/artifacts/staging to /home/ci/artifacts/archived on remote-fs session rfs-1	269	f5c392bd7107b0b8	269	1a388f17788a6bdb	767.0
remote_fs_session_rename|move /home/deploy/draft.md to /home/deploy/final.md on remote-fs session rfs-1	292	88fcb5203332fc72	292	e47cf26a84a7721e	765.7
remote_fs_session_rename|move /tmp/upload.bin to /data/final.bin on remote-fs session rfs-1	267	4552e9ede00b9918	267	27bfd98ce4fe8d3a	766.1
remote_fs_session_rename|relocate /tmp/build.tar.gz to /var/www/releases/build.tar.gz on remote-fs session rfs-4	359	597af52c16c1fe3e	359	1524669509b3b9e2	766.1
remote_fs_session_rename|rename /opt/app/current to /opt/app/previous on remote-fs session rfs-1	325	12526b6b262401c5	325	54f2308d518df405	767.7
remote_fs_session_rename|rename /var/www/index.html.new to /var/www/index.html on remote-fs session rfs-2	296	70cf9a416a0d7284	296	85fd1c9f15bc44ea	765.3
remote_fs_session_rename|swap /etc/nginx/nginx.conf over to /etc/nginx/nginx.conf.bak on remote-fs session rfs-2	282	379859a0169fe89d	282	73ac84e3196e2604	767.2
remote_fs_session_stat|check the metadata of /opt/app/config.yaml on remote-fs session rfs-2	292	58784f31c323aebe	292	41370176f2903b3e	762.4
